latitude,longitude
-22.9211,-43.1724
-22.9215,-43.172
-22.9219,-43.1718
-22.9222,-43.1716
-22.9225,-43.1714
-22.9228,-43.1713
-22.9231,-43.1713
-22.9233,-43.1712
-22.9233,-43.1712
-22.9236,-43.1712
-22.9241,-43.1712
-22.9242,-43.1713
-22.9246,-43.1713
-22.9268,-43.172
-22.9299,-43.1729
-22.9302,-43.173
-22.9322,-43.1736
-22.9326,-43.1737
-22.9327,-43.1738
-22.9329,-43.1738
-22.9334,-43.1738
-22.9338,-43.1738
-22.9339,-43.1738
-22.9344,-43.1738
-22.9346,-43.1737
-22.9351,-43.1736
-22.9351,-43.1736
-22.9353,-43.1736
-22.9357,-43.1735
-22.936,-43.1734
-22.9362,-43.1733
-22.9363,-43.1732
-22.9365,-43.1731
-22.9367,-43.1729
-22.9367,-43.1729
-22.9369,-43.1726
-22.9371,-43.1723
-22.9373,-43.1721
-22.9375,-43.1717
-22.9375,-43.1717
-22.9377,-43.1714
-22.9379,-43.1712
-22.938,-43.1711
-22.9381,-43.1709
-22.9384,-43.1708
-22.9385,-43.1707
-22.9385,-43.1707
-22.9386,-43.1707
-22.9387,-43.1706
-22.9389,-43.1706
-22.9391,-43.1705
-22.9393,-43.1705
-22.9394,-43.1705
-22.9394,-43.1705
-22.9396,-43.1705
-22.9399,-43.1705
-22.9402,-43.1706
-22.9404,-43.1707
-22.9407,-43.1708
-22.941,-43.171
-22.9413,-43.1712
-22.9415,-43.1714
-22.9418,-43.1718
-22.9422,-43.1722
-22.9427,-43.1728
-22.9432,-43.1736
-22.9434,-43.1738
-22.9435,-43.1742
-22.9435,-43.1742
-22.9437,-43.1745
-22.9437,-43.1745
-22.9437,-43.1746
-22.9437,-43.1748
-22.9437,-43.1751
-22.9437,-43.1753
-22.9436,-43.1756
-22.9435,-43.1759
-22.9434,-43.1761
-22.9433,-43.1763
-22.9427,-43.1771
-22.9425,-43.1773
-22.9425,-43.1773
-22.9424,-43.1775
-22.9424,-43.1777
-22.9423,-43.1779
-22.9423,-43.1782
-22.9423,-43.1785
-22.9423,-43.1788
-22.9423,-43.179
-22.9423,-43.179
-22.9424,-43.1792
-22.9425,-43.1794
-22.9426,-43.1796
-22.9428,-43.1799
-22.9431,-43.1803
-22.9434,-43.1807
-22.9434,-43.1807
-22.9434,-43.1807
-22.9437,-43.1809
-22.944,-43.1811
-22.9444,-43.1814
-22.9448,-43.1816
-22.945,-43.1816
-22.9454,-43.1817
-22.9459,-43.1818
-22.946,-43.1818
-22.946,-43.1818
-22.9461,-43.1818
-22.9467,-43.1818
-22.9471,-43.1818
-22.9475,-43.1817
-22.9477,-43.1816
-22.9477,-43.1816
-22.9477,-43.1816
-22.9481,-43.1815
-22.9483,-43.1814
-22.9485,-43.1812
-22.9488,-43.181
-22.949,-43.1809
-22.949,-43.1809
-22.9494,-43.1806
-22.9494,-43.1806
-22.9496,-43.1805
-22.9498,-43.1804
-22.9498,-43.1804
-22.95,-43.1803
-22.9503,-43.1802
-22.9503,-43.1802
-22.9508,-43.18
-22.9508,-43.1799
-22.9508,-43.1799
-22.9512,-43.1798
-22.9512,-43.1798
-22.952,-43.1795
-22.9522,-43.1794
-22.9523,-43.1793
-22.9528,-43.1792
-22.9529,-43.1791
-22.9529,-43.1791
-22.953,-43.1791
-22.953,-43.1791
-22.9534,-43.1789
-22.9534,-43.1789
-22.9539,-43.1787
-22.9539,-43.1787
-22.9542,-43.1786
-22.9542,-43.1786
-22.9549,-43.1783
-22.9551,-43.1782
-22.9555,-43.178
-22.9559,-43.1778
-22.9559,-43.1778
-22.9562,-43.1777
-22.9564,-43.1777
-22.9564,-43.1777
-22.957,-43.1776
-22.9578,-43.1775
-22.9581,-43.1774
-22.9584,-43.1773
-22.9588,-43.177
-22.9588,-43.177
-22.9608,-43.1759
-22.9608,-43.1759
-22.9614,-43.1756
-22.9614,-43.1756
-22.9614,-43.1756
-22.9614,-43.1756
-22.9615,-43.1756
-22.9616,-43.1757
-22.9622,-43.1759
-22.9622,-43.1759
-22.9628,-43.1768
-22.9628,-43.1768
-22.9634,-43.1777
-22.9634,-43.1777
-22.9641,-43.1788
-22.9641,-43.1788
-22.9647,-43.1798
-22.9647,-43.1798
-22.9648,-43.1798
-22.9648,-43.1798
-22.9654,-43.1808
-22.9654,-43.1808
-22.9657,-43.1812
-22.9657,-43.1812
-22.966,-43.1817
-22.966,-43.1817
-22.9665,-43.1824
-22.9666,-43.1826
-22.9666,-43.1826
-22.9669,-43.1831
-22.9672,-43.1836
-22.9672,-43.1836
-22.9673,-43.1837
-22.9677,-43.1844
-22.9677,-43.1844
-22.9683,-43.1852
-22.9683,-43.1852
-22.9691,-43.1865
-22.9693,-43.1868
-22.9693,-43.1868
-22.9698,-43.1875
-22.9698,-43.1875
-22.9703,-43.1883
-22.9703,-43.1883
-22.9706,-43.1886
-22.9708,-43.1888
-22.9713,-43.1893
-22.9713,-43.1893
-22.9721,-43.19
-22.9721,-43.19
-22.9729,-43.1908
-22.9729,-43.1908
-22.974,-43.1914
-22.9743,-43.1916
-22.9743,-43.1916
-22.9746,-43.1917
-22.9756,-43.1923
-22.9757,-43.1923
-22.9757,-43.1923
-22.9763,-43.1925
-22.9764,-43.1925
-22.9764,-43.1925
-22.9764,-43.1925
-22.9774,-43.1927
-22.9774,-43.1927
-22.9779,-43.1929
-22.9779,-43.1929
-22.978,-43.1929
-22.9782,-43.193
-22.9786,-43.193
-22.9789,-43.193
-22.9793,-43.193
-22.9795,-43.1929
-22.98,-43.1929
-22.9802,-43.1928
-22.9806,-43.1927
-22.9806,-43.1927
-22.9812,-43.1926
-22.9812,-43.1926
-22.982,-43.1923
-22.982,-43.1923
-22.9828,-43.192
-22.9832,-43.1919
-22.9832,-43.1919
-22.9841,-43.1917
-22.9842,-43.1917
-22.9842,-43.1917
-22.985,-43.1914
-22.985,-43.1914
-22.9852,-43.1919
-22.9853,-43.1924
-22.9853,-43.1924
-22.9855,-43.1929
-22.9855,-43.1929
-22.9858,-43.1943
-22.9858,-43.1943
-22.986,-43.195
-22.986,-43.195
-22.9864,-43.1963
-22.9864,-43.1963
-22.9859,-43.1968
-22.9859,-43.1968
-22.9858,-43.1969
-22.9857,-43.197
-22.9857,-43.1971
-22.9857,-43.1971
-22.9857,-43.1975
-22.9857,-43.1975
-22.9856,-43.1987
-22.9856,-43.1987
-22.9855,-43.2008
-22.9855,-43.2008
-22.9854,-43.2025
-22.9854,-43.2029
-22.9854,-43.2029
-22.9854,-43.2037
-22.9853,-43.2046
-22.9853,-43.205
-22.9853,-43.205
-22.9852,-43.2057
-22.9852,-43.2069
-22.9852,-43.2072
-22.9852,-43.2072
-22.9851,-43.2083
-22.9851,-43.2093
-22.9851,-43.2093
-22.985,-43.2094
-22.985,-43.2106
-22.9849,-43.2114
-22.9849,-43.2114
-22.9849,-43.2126
-22.9848,-43.2135
-22.9848,-43.2135
-22.9848,-43.2143
-22.9848,-43.2143
-22.9848,-43.2148
-22.9847,-43.2149
-22.9847,-43.2149
-22.9847,-43.2151
-22.9847,-43.2156
-22.9847,-43.2156
-22.9847,-43.216
-22.9847,-43.216
-22.9847,-43.2168
-22.9847,-43.2168
-22.9847,-43.2169
-22.9847,-43.2175
-22.9847,-43.2176
-22.9847,-43.2176
-22.9836,-43.2178
-22.9836,-43.2178
-22.9829,-43.2179
-22.9828,-43.2179
-22.9828,-43.2179
-22.9824,-43.218
-22.9815,-43.2181
-22.9815,-43.2181
-22.9806,-43.2182
-22.9806,-43.2182
-22.9796,-43.2183
-22.9806,-43.2182
-22.9796,-43.2183
-22.9796,-43.2183
-22.979,-43.2183
-22.979,-43.2183
-22.9789,-43.2183
-22.9789,-43.2182
-22.9789,-43.2182
-22.9789,-43.218
-22.9789,-43.2179
-22.9789,-43.2179
-22.979,-43.2177
-22.9794,-43.2172
-22.9795,-43.2171
-22.9797,-43.2167
-22.9797,-43.2167
-22.9798,-43.2165
-22.9799,-43.2163
-22.9799,-43.2163
-22.9801,-43.2158
-22.9802,-43.2154
-22.9803,-43.2151
-22.9804,-43.215
-22.9804,-43.215
-22.9804,-43.2147
-22.9804,-43.2147
-22.9804,-43.2145
-22.9804,-43.2145
-22.9805,-43.2133
-22.9805,-43.2128
-22.9805,-43.2128
-22.9805,-43.2129
-22.9806,-43.2131
-22.9808,-43.2133
-22.9808,-43.2133
-22.9809,-43.2134
-22.9811,-43.2134
-22.9811,-43.2134
-22.9816,-43.2137
-22.9816,-43.2137
-22.9818,-43.2137
-22.9821,-43.2139
-22.9821,-43.2139
-22.9826,-43.2141
-22.9826,-43.2141
-22.9837,-43.2145
-22.9837,-43.2145
-22.9837,-43.2142
-22.9837,-43.2142
-22.9837,-43.2137
-22.9837,-43.2135
-22.9837,-43.2135
-22.9838,-43.2127
-22.9838,-43.2116
-22.9839,-43.2113
-22.9839,-43.2113
-22.984,-43.2092
-22.984,-43.2092
-22.984,-43.2086
-22.9841,-43.2072
-22.9841,-43.2071
-22.9841,-43.2071
-22.9842,-43.2055
-22.9842,-43.2052
-22.9842,-43.205
-22.9842,-43.205
-22.9842,-43.2043
-22.9843,-43.2034
-22.9843,-43.2029
-22.9843,-43.2029
-22.9844,-43.2007
-22.9844,-43.2007
-22.9845,-43.1986
-22.9845,-43.1986
-22.9846,-43.1969
-22.9846,-43.1969
-22.9847,-43.1952
-22.9847,-43.1952
-22.9845,-43.1949
-22.984,-43.1942
-22.9839,-43.1941
-22.9839,-43.1941
-22.9839,-43.1941
-22.9839,-43.1941
-22.9838,-43.194
-22.9837,-43.1939
-22.9837,-43.1938
-22.9836,-43.1934
-22.9836,-43.1934
-22.9834,-43.1929
-22.9834,-43.1929
-22.9832,-43.1919
-22.9832,-43.1919
-22.9829,-43.1909
-22.9829,-43.1909
-22.9828,-43.1909
-22.9817,-43.1911
-22.9817,-43.1911
-22.9816,-43.1911
-22.9813,-43.1911
-22.9809,-43.1911
-22.9808,-43.1911
-22.9808,-43.1911
-22.9796,-43.1911
-22.9789,-43.1909
-22.9788,-43.1909
-22.9788,-43.1909
-22.9783,-43.1907
-22.9779,-43.1906
-22.9779,-43.1906
-22.9776,-43.1905
-22.9769,-43.1903
-22.9769,-43.1903
-22.976,-43.1901
-22.9759,-43.19
-22.9758,-43.19
-22.9758,-43.19
-22.9749,-43.1895
-22.9749,-43.1895
-22.974,-43.1889
-22.974,-43.1889
-22.9733,-43.1885
-22.9733,-43.1885
-22.9725,-43.188
-22.9725,-43.188
-22.9719,-43.1876
-22.9719,-43.1876
-22.9715,-43.1872
-22.9715,-43.1872
-22.9703,-43.186
-22.9703,-43.186
-22.9703,-43.186
-22.9702,-43.1859
-22.9691,-43.1846
-22.9691,-43.1846
-22.9686,-43.1837
-22.9686,-43.1837
-22.968,-43.1829
-22.968,-43.1829
-22.9674,-43.182
-22.9674,-43.182
-22.9672,-43.1817
-22.9672,-43.1815
-22.9672,-43.1815
-22.9672,-43.1815
-22.9671,-43.1806
-22.9671,-43.1805
-22.9671,-43.1805
-22.9671,-43.1804
-22.967,-43.1803
-22.967,-43.1802
-22.9667,-43.1797
-22.9662,-43.1788
-22.9662,-43.1788
-22.9657,-43.1778
-22.9657,-43.1778
-22.9652,-43.1769
-22.9651,-43.1768
-22.9651,-43.1768
-22.9647,-43.1758
-22.9647,-43.1758
-22.9642,-43.1748
-22.9642,-43.1748
-22.964,-43.1742
-22.964,-43.1742
-22.9638,-43.1739
-22.9638,-43.1739
-22.9635,-43.1741
-22.9631,-43.1743
-22.963,-43.1744
-22.963,-43.1744
-22.9624,-43.1747
-22.9617,-43.1751
-22.9617,-43.1751
-22.9616,-43.1752
-22.9607,-43.1756
-22.9607,-43.1756
-22.9581,-43.1771
-22.9581,-43.1771
-22.9579,-43.1772
-22.9577,-43.1772
-22.9574,-43.1773
-22.9562,-43.1775
-22.9557,-43.1776
-22.9553,-43.1776
-22.9553,-43.1776
-22.9551,-43.1776
-22.955,-43.1776
-22.9548,-43.1775
-22.9547,-43.1775
-22.9546,-43.1774
-22.9544,-43.1773
-22.9544,-43.1773
-22.953,-43.1763
-22.953,-43.1763
-22.9522,-43.1757
-22.9522,-43.1757
-22.9518,-43.1754
-22.9518,-43.1754
-22.9516,-43.1753
-22.9516,-43.1753
-22.9515,-43.1753
-22.9515,-43.1752
-22.9513,-43.1753
-22.9513,-43.1753
-22.9512,-43.1753
-22.9511,-43.1754
-22.9511,-43.1754
-22.951,-43.1755
-22.9509,-43.1757
-22.9506,-43.1761
-22.9506,-43.1761
-22.9505,-43.1764
-22.9504,-43.1766
-22.9502,-43.1769
-22.9502,-43.1769
-22.9497,-43.1778
-22.9495,-43.1783
-22.9495,-43.1784
-22.9495,-43.1784
-22.9494,-43.1786
-22.9494,-43.1788
-22.9494,-43.1793
-22.9494,-43.1795
-22.9494,-43.1795
-22.9494,-43.1797
-22.9494,-43.1799
-22.9493,-43.1801
-22.9493,-43.1802
-22.9492,-43.1804
-22.9491,-43.1805
-22.949,-43.1806
-22.9489,-43.1807
-22.9488,-43.1807
-22.9488,-43.1807
-22.9483,-43.1811
-22.9481,-43.1813
-22.9478,-43.1815
-22.9475,-43.1816
-22.9472,-43.1816
-22.9464,-43.1817
-22.9459,-43.1817
-22.9455,-43.1816
-22.9454,-43.1816
-22.9449,-43.1814
-22.9445,-43.1812
-22.944,-43.1809
-22.9436,-43.1806
-22.9435,-43.1805
-22.9435,-43.1805
-22.9432,-43.1802
-22.9429,-43.1798
-22.9428,-43.1796
-22.9427,-43.1795
-22.9426,-43.1793
-22.9425,-43.1792
-22.9425,-43.179
-22.9425,-43.1789
-22.9425,-43.1787
-22.9425,-43.1786
-22.9425,-43.1784
-22.9425,-43.1783
-22.9426,-43.1782
-22.9427,-43.1779
-22.9429,-43.1776
-22.9429,-43.1776
-22.9431,-43.1773
-22.9437,-43.1763
-22.9438,-43.176
-22.944,-43.1757
-22.944,-43.1754
-22.944,-43.1749
-22.9439,-43.1744
-22.9438,-43.174
-22.9436,-43.1738
-22.9434,-43.1734
-22.9431,-43.173
-22.9427,-43.1726
-22.9421,-43.1718
-22.9418,-43.1714
-22.9414,-43.171
-22.9411,-43.1708
-22.9409,-43.1706
-22.9406,-43.1704
-22.9404,-43.1703
-22.9402,-43.1702
-22.9399,-43.1702
-22.9398,-43.1701
-22.9394,-43.1701
-22.9394,-43.1701
-22.9392,-43.1701
-22.939,-43.1701
-22.9388,-43.1702
-22.9386,-43.1702
-22.9383,-43.1703
-22.9383,-43.1703
-22.9383,-43.1703
-22.938,-43.1705
-22.9379,-43.1706
-22.9377,-43.1707
-22.9375,-43.1709
-22.9374,-43.1709
-22.9371,-43.1713
-22.9366,-43.1721
-22.9364,-43.1724
-22.9363,-43.1726
-22.9363,-43.1726
-22.9361,-43.1728
-22.9359,-43.1729
-22.9357,-43.173
-22.9356,-43.1731
-22.9354,-43.1732
-22.935,-43.1733
-22.935,-43.1733
-22.9347,-43.1734
-22.9345,-43.1735
-22.9342,-43.1735
-22.9338,-43.1736
-22.9336,-43.1736
-22.9332,-43.1736
-22.9327,-43.1735
-22.9326,-43.1735
-22.9322,-43.1734
-22.93,-43.1727
-22.9269,-43.1718
-22.924,-43.1709
-22.9237,-43.1708
-22.9234,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.9233,-43.1708
-22.923,-43.1707
-22.9228,-43.1708
-22.9226,-43.1708
-22.9221,-43.1709
-22.922,-43.1709
-22.9218,-43.171
-22.9216,-43.1711
-22.9213,-43.1712
-22.9212,-43.1714
-22.921,-43.1715
-22.921,-43.1715
-22.9206,-43.1718
-22.9206,-43.1718
-22.9197,-43.173
-22.9193,-43.1736
-22.9189,-43.174
-22.9189,-43.174
-22.9188,-43.1742
-22.9186,-43.1743
-22.9183,-43.1745
-22.9182,-43.1745
-22.918,-43.1746
-22.918,-43.1746
-22.9179,-43.1747
